Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
12/02/2020,02/01/2020,11/28/2020,AK,Anchorage Borough,2020,Medium metro,68,1751
12/02/2020,02/01/2020,11/28/2020,AK,Fairbanks North Star Borough,2090,Small metro,17,433
12/02/2020,02/01/2020,11/28/2020,AL,Autauga County,1001,Medium metro,33,423
12/02/2020,02/01/2020,11/28/2020,AL,Baldwin County,1003,Small metro,96,1858
12/02/2020,02/01/2020,11/28/2020,AL,Barbour County,1005,Noncore,16,229
12/02/2020,02/01/2020,11/28/2020,AL,Bibb County,1007,Large fringe metro,20,160
12/02/2020,02/01/2020,11/28/2020,AL,Blount County,1009,Large fringe metro,12,404
12/02/2020,02/01/2020,11/28/2020,AL,Butler County,1013,Noncore,27,191
12/02/2020,02/01/2020,11/28/2020,AL,Calhoun County,1015,Small metro,121,1327
12/02/2020,02/01/2020,11/28/2020,AL,Chambers County,1017,Micropolitan,11,313
12/02/2020,02/01/2020,11/28/2020,AL,Cherokee County,1019,Noncore,10,253
12/02/2020,02/01/2020,11/28/2020,AL,Chilton County,1021,Large fringe metro,19,339
12/02/2020,02/01/2020,11/28/2020,AL,Choctaw County,1023,Noncore,10,98
12/02/2020,02/01/2020,11/28/2020,AL,Clay County,1027,Noncore,31,160
12/02/2020,02/01/2020,11/28/2020,AL,Coffee County,1031,Micropolitan,18,443
12/02/2020,02/01/2020,11/28/2020,AL,Colbert County,1033,Small metro,53,543
12/02/2020,02/01/2020,11/28/2020,AL,Covington County,1039,Noncore,58,481
12/02/2020,02/01/2020,11/28/2020,AL,Crenshaw County,1041,Noncore,26,164
12/02/2020,02/01/2020,11/28/2020,AL,Cullman County,1043,Micropolitan,59,914
12/02/2020,02/01/2020,11/28/2020,AL,Dale County,1045,Micropolitan,53,393
12/02/2020,02/01/2020,11/28/2020,AL,Dallas County,1047,Micropolitan,50,402
12/02/2020,02/01/2020,11/28/2020,AL,DeKalb County,1049,Noncore,38,600
12/02/2020,02/01/2020,11/28/2020,AL,Elmore County,1051,Medium metro,37,563
12/02/2020,02/01/2020,11/28/2020,AL,Escambia County,1053,Noncore,22,320
12/02/2020,02/01/2020,11/28/2020,AL,Etowah County,1055,Small metro,157,1394
12/02/2020,02/01/2020,11/28/2020,AL,Franklin County,1059,Noncore,14,254
12/02/2020,02/01/2020,11/28/2020,AL,Geneva County,1061,Small metro,17,284
12/02/2020,02/01/2020,11/28/2020,AL,Houston County,1069,Small metro,298,1745
12/02/2020,02/01/2020,11/28/2020,AL,Jackson County,1071,Micropolitan,22,540
12/02/2020,02/01/2020,11/28/2020,AL,Jefferson County,1073,Large central metro,769,8500
12/02/2020,02/01/2020,11/28/2020,AL,Lauderdale County,1077,Small metro,96,1239
12/02/2020,02/01/2020,11/28/2020,AL,Lee County,1081,Small metro,163,1103
12/02/2020,02/01/2020,11/28/2020,AL,Limestone County,1083,Medium metro,47,699
12/02/2020,02/01/2020,11/28/2020,AL,Madison County,1089,Medium metro,198,3555
12/02/2020,02/01/2020,11/28/2020,AL,Marengo County,1091,Noncore,17,206
12/02/2020,02/01/2020,11/28/2020,AL,Marion County,1093,Noncore,27,329
12/02/2020,02/01/2020,11/28/2020,AL,Marshall County,1095,Micropolitan,67,1015
12/02/2020,02/01/2020,11/28/2020,AL,Mobile County,1097,Medium metro,491,4605
12/02/2020,02/01/2020,11/28/2020,AL,Montgomery County,1101,Medium metro,394,2727
12/02/2020,02/01/2020,11/28/2020,AL,Morgan County,1103,Small metro,78,1169
12/02/2020,02/01/2020,11/28/2020,AL,Pike County,1109,Micropolitan,17,249
12/02/2020,02/01/2020,11/28/2020,AL,Randolph County,1111,Noncore,12,179
12/02/2020,02/01/2020,11/28/2020,AL,Russell County,1113,Medium metro,16,333
12/02/2020,02/01/2020,11/28/2020,AL,St. Clair County,1115,Large fringe metro,47,674
12/02/2020,02/01/2020,11/28/2020,AL,Shelby County,1117,Large fringe metro,99,1260
12/02/2020,02/01/2020,11/28/2020,AL,Talladega County,1121,Micropolitan,45,754
12/02/2020,02/01/2020,11/28/2020,AL,Tallapoosa County,1123,Noncore,74,466
12/02/2020,02/01/2020,11/28/2020,AL,Tuscaloosa County,1125,Small metro,274,2040
12/02/2020,02/01/2020,11/28/2020,AL,Walker County,1127,Large fringe metro,80,872
12/02/2020,02/01/2020,11/28/2020,AL,Washington County,1129,Noncore,10,107
12/02/2020,02/01/2020,11/28/2020,AL,Winston County,1133,Noncore,11,237
12/02/2020,02/01/2020,11/28/2020,AR,Baxter County,5005,Micropolitan,60,796
12/02/2020,02/01/2020,11/28/2020,AR,Benton County,5007,Medium metro,199,1683
12/02/2020,02/01/2020,11/28/2020,AR,Boone County,5009,Micropolitan,37,378
12/02/2020,02/01/2020,11/28/2020,AR,Carroll County,5015,Noncore,11,181
12/02/2020,02/01/2020,11/28/2020,AR,Chicot County,5017,Noncore,14,93
12/02/2020,02/01/2020,11/28/2020,AR,Clark County,5019,Micropolitan,13,196
12/02/2020,02/01/2020,11/28/2020,AR,Clay County,5021,Noncore,13,153
12/02/2020,02/01/2020,11/28/2020,AR,Columbia County,5027,Micropolitan,22,236
12/02/2020,02/01/2020,11/28/2020,AR,Craighead County,5031,Small metro,250,1889
12/02/2020,02/01/2020,11/28/2020,AR,Crawford County,5033,Medium metro,10,385
12/02/2020,02/01/2020,11/28/2020,AR,Crittenden County,5035,Large fringe metro,24,311
12/02/2020,02/01/2020,11/28/2020,AR,Dallas County,5039,Noncore,10,71
12/02/2020,02/01/2020,11/28/2020,AR,Faulkner County,5045,Medium metro,75,926
12/02/2020,02/01/2020,11/28/2020,AR,Fulton County,5049,Noncore,13,137
12/02/2020,02/01/2020,11/28/2020,AR,Garland County,5051,Small metro,149,1566
12/02/2020,02/01/2020,11/28/2020,AR,Greene County,5055,Micropolitan,11,327
12/02/2020,02/01/2020,11/28/2020,AR,Hot Spring County,5059,Micropolitan,10,249
12/02/2020,02/01/2020,11/28/2020,AR,Howard County,5061,Noncore,11,127
12/02/2020,02/01/2020,11/28/2020,AR,Independence County,5063,Micropolitan,79,482
12/02/2020,02/01/2020,11/28/2020,AR,Jefferson County,5069,Small metro,109,831
12/02/2020,02/01/2020,11/28/2020,AR,Lawrence County,5075,Noncore,16,139
12/02/2020,02/01/2020,11/28/2020,AR,Little River County,5081,Small metro,26,132
12/02/2020,02/01/2020,11/28/2020,AR,Lonoke County,5085,Medium metro,24,402
12/02/2020,02/01/2020,11/28/2020,AR,Mississippi County,5093,Micropolitan,24,326
12/02/2020,02/01/2020,11/28/2020,AR,Newton County,5101,Micropolitan,13,85
12/02/2020,02/01/2020,11/28/2020,AR,Ouachita County,5103,Micropolitan,10,247
12/02/2020,02/01/2020,11/28/2020,AR,Poinsett County,5111,Small metro,11,147
12/02/2020,02/01/2020,11/28/2020,AR,Polk County,5113,Noncore,23,176
12/02/2020,02/01/2020,11/28/2020,AR,Pope County,5115,Micropolitan,28,567
12/02/2020,02/01/2020,11/28/2020,AR,Pulaski County,5119,Medium metro,428,5560
12/02/2020,02/01/2020,11/28/2020,AR,Randolph County,5121,Noncore,16,142
12/02/2020,02/01/2020,11/28/2020,AR,Saline County,5125,Medium metro,47,794
12/02/2020,02/01/2020,11/28/2020,AR,Sebastian County,5131,Medium metro,184,2006
12/02/2020,02/01/2020,11/28/2020,AR,Stone County,5137,Noncore,15,140
12/02/2020,02/01/2020,11/28/2020,AR,Union County,5139,Micropolitan,58,486
12/02/2020,02/01/2020,11/28/2020,AR,Washington County,5143,Medium metro,224,2073
12/02/2020,02/01/2020,11/28/2020,AR,White County,5145,Micropolitan,65,828
12/02/2020,02/01/2020,11/28/2020,AZ,Apache County,4001,Noncore,44,463
12/02/2020,02/01/2020,11/28/2020,AZ,Cochise County,4003,Small metro,35,925
12/02/2020,02/01/2020,11/28/2020,AZ,Coconino County,4005,Small metro,141,1062
12/02/2020,02/01/2020,11/28/2020,AZ,Gila County,4007,Micropolitan,44,613
12/02/2020,02/01/2020,11/28/2020,AZ,Graham County,4009,Micropolitan,26,254
12/02/2020,02/01/2020,11/28/2020,AZ,Maricopa County,4013,Large central metro,3850,35787
12/02/2020,02/01/2020,11/28/2020,AZ,Mohave County,4015,Small metro,212,2977
12/02/2020,02/01/2020,11/28/2020,AZ,Navajo County,4017,Micropolitan,75,922
12/02/2020,02/01/2020,11/28/2020,AZ,Pima County,4019,Medium metro,805,10384
12/02/2020,02/01/2020,11/28/2020,AZ,Pinal County,4021,Large fringe metro,100,2243
12/02/2020,02/01/2020,11/28/2020,AZ,Yavapai County,4025,Small metro,97,2699
12/02/2020,02/01/2020,11/28/2020,AZ,Yuma County,4027,Small metro,336,1845
12/02/2020,02/01/2020,11/28/2020,CA,Alameda County,6001,Large central metro,482,9048
12/02/2020,02/01/2020,11/28/2020,CA,Amador County,6005,Noncore,29,356
12/02/2020,02/01/2020,11/28/2020,CA,Butte County,6007,Small metro,61,1893
12/02/2020,02/01/2020,11/28/2020,CA,Calaveras County,6009,Noncore,11,310
12/02/2020,02/01/2020,11/28/2020,CA,Contra Costa County,6013,Large fringe metro,236,6758
12/02/2020,02/01/2020,11/28/2020,CA,Fresno County,6019,Medium metro,484,6931
12/02/2020,02/01/2020,11/28/2020,CA,Imperial County,6025,Small metro,210,1054
12/02/2020,02/01/2020,11/28/2020,CA,Inyo County,6027,Noncore,14,153
12/02/2020,02/01/2020,11/28/2020,CA,Kern County,6029,Medium metro,460,5746
12/02/2020,02/01/2020,11/28/2020,CA,Kings County,6031,Small metro,126,827
12/02/2020,02/01/2020,11/28/2020,CA,Lake County,6033,Micropolitan,20,535
12/02/2020,02/01/2020,11/28/2020,CA,Los Angeles County,6037,Large central metro,6730,62544
12/02/2020,02/01/2020,11/28/2020,CA,Madera County,6039,Small metro,94,861
12/02/2020,02/01/2020,11/28/2020,CA,Marin County,6041,Large fringe metro,106,1704
12/02/2020,02/01/2020,11/28/2020,CA,Mendocino County,6045,Micropolitan,18,716
12/02/2020,02/01/2020,11/28/2020,CA,Merced County,6047,Medium metro,96,1334
12/02/2020,02/01/2020,11/28/2020,CA,Monterey County,6053,Medium metro,104,2326
12/02/2020,02/01/2020,11/28/2020,CA,Napa County,6055,Small metro,23,1016
12/02/2020,02/01/2020,11/28/2020,CA,Nevada County,6057,Micropolitan,12,828
12/02/2020,02/01/2020,11/28/2020,CA,Orange County,6059,Large central metro,1483,18785
12/02/2020,02/01/2020,11/28/2020,CA,Placer County,6061,Large fringe metro,118,3334
12/02/2020,02/01/2020,11/28/2020,CA,Riverside County,6065,Large central metro,1478,16066
12/02/2020,02/01/2020,11/28/2020,CA,Sacramento County,6067,Large central metro,545,10873
12/02/2020,02/01/2020,11/28/2020,CA,San Bernardino County,6071,Large fringe metro,1358,14371
12/02/2020,02/01/2020,11/28/2020,CA,San Diego County,6073,Large central metro,1191,20066
12/02/2020,02/01/2020,11/28/2020,CA,San Francisco County,6075,Large central metro,162,5343
12/02/2020,02/01/2020,11/28/2020,CA,San Joaquin County,6077,Medium metro,490,5098
12/02/2020,02/01/2020,11/28/2020,CA,San Luis Obispo County,6079,Medium metro,34,1915
12/02/2020,02/01/2020,11/28/2020,CA,San Mateo County,6081,Large fringe metro,180,3957
12/02/2020,02/01/2020,11/28/2020,CA,Santa Barbara County,6083,Medium metro,145,2820
12/02/2020,02/01/2020,11/28/2020,CA,Santa Clara County,6085,Large central metro,429,9608
12/02/2020,02/01/2020,11/28/2020,CA,Santa Cruz County,6087,Medium metro,36,1398
12/02/2020,02/01/2020,11/28/2020,CA,Shasta County,6089,Small metro,48,2086
12/02/2020,02/01/2020,11/28/2020,CA,Solano County,6095,Medium metro,125,2917
12/02/2020,02/01/2020,11/28/2020,CA,Sonoma County,6097,Medium metro,169,3647
12/02/2020,02/01/2020,11/28/2020,CA,Stanislaus County,6099,Medium metro,548,4822
12/02/2020,02/01/2020,11/28/2020,CA,Tehama County,6103,Micropolitan,21,471
12/02/2020,02/01/2020,11/28/2020,CA,Tulare County,6107,Medium metro,310,2823
12/02/2020,02/01/2020,11/28/2020,CA,Ventura County,6111,Medium metro,197,5020
12/02/2020,02/01/2020,11/28/2020,CA,Yolo County,6113,Large fringe metro,61,1013
12/02/2020,02/01/2020,11/28/2020,CA,Yuba County,6115,Small metro,19,644
12/02/2020,02/01/2020,11/28/2020,CO,Adams County,8001,Large fringe metro,382,3365
12/02/2020,02/01/2020,11/28/2020,CO,Alamosa County,8003,Noncore,11,141
12/02/2020,02/01/2020,11/28/2020,CO,Arapahoe County,8005,Large fringe metro,468,4070
12/02/2020,02/01/2020,11/28/2020,CO,Boulder County,8013,Medium metro,136,2073
12/02/2020,02/01/2020,11/28/2020,CO,Broomfield County,8014,Large fringe metro,28,286
12/02/2020,02/01/2020,11/28/2020,CO,Chaffee County,8015,Noncore,17,155
12/02/2020,02/01/2020,11/28/2020,CO,Denver County,8031,Large central metro,403,4707
12/02/2020,02/01/2020,11/28/2020,CO,Douglas County,8035,Large fringe metro,103,1482
12/02/2020,02/01/2020,11/28/2020,CO,El Paso County,8041,Medium metro,251,4669
12/02/2020,02/01/2020,11/28/2020,CO,Jefferson County,8059,Large fringe metro,361,4405
12/02/2020,02/01/2020,11/28/2020,CO,Larimer County,8069,Medium metro,95,2312
12/02/2020,02/01/2020,11/28/2020,CO,Logan County,8075,Micropolitan,28,189
12/02/2020,02/01/2020,11/28/2020,CO,Mesa County,8077,Small metro,63,1631
12/02/2020,02/01/2020,11/28/2020,CO,Montrose County,8085,Micropolitan,16,368
12/02/2020,02/01/2020,11/28/2020,CO,Morgan County,8087,Micropolitan,40,223
12/02/2020,02/01/2020,11/28/2020,CO,Pueblo County,8101,Small metro,83,1860
12/02/2020,02/01/2020,11/28/2020,CO,Weld County,8123,Medium metro,156,1504
12/02/2020,02/01/2020,11/28/2020,CT,Fairfield County,9001,Medium metro,1468,6607
12/02/2020,02/01/2020,11/28/2020,CT,Hartford County,9003,Large central metro,1491,8021
12/02/2020,02/01/2020,11/28/2020,CT,Litchfield County,9005,Micropolitan,138,1274
12/02/2020,02/01/2020,11/28/2020,CT,Middlesex County,9007,Large fringe metro,181,1230
12/02/2020,02/01/2020,11/28/2020,CT,New Haven County,9009,Medium metro,1126,7661
12/02/2020,02/01/2020,11/28/2020,CT,New London County,9011,Medium metro,137,1864
12/02/2020,02/01/2020,11/28/2020,CT,Tolland County,9013,Large fringe metro,49,607
12/02/2020,02/01/2020,11/28/2020,CT,Windham County,9015,Medium metro,14,756
12/02/2020,02/01/2020,11/28/2020,DC,District of Columbia,11001,Large central metro,827,5877
12/02/2020,02/01/2020,11/28/2020,DE,Kent County,10001,Small metro,113,1545
12/02/2020,02/01/2020,11/28/2020,DE,New Castle County,10003,Large fringe metro,321,4534
12/02/2020,02/01/2020,11/28/2020,DE,Sussex County,10005,Medium metro,224,2299
12/02/2020,02/01/2020,11/28/2020,FL,Alachua County,12001,Medium metro,280,3265
12/02/2020,02/01/2020,11/28/2020,FL,Bay County,12005,Small metro,157,1766
12/02/2020,02/01/2020,11/28/2020,FL,Brevard County,12009,Medium metro,430,6738
12/02/2020,02/01/2020,11/28/2020,FL,Broward County,12011,Large fringe metro,1796,14837
12/02/2020,02/01/2020,11/28/2020,FL,Charlotte County,12015,Small metro,183,2657
12/02/2020,02/01/2020,11/28/2020,FL,Citrus County,12017,Small metro,123,2404
12/02/2020,02/01/2020,11/28/2020,FL,Clay County,12019,Large fringe metro,142,1989
12/02/2020,02/01/2020,11/28/2020,FL,Collier County,12021,Medium metro,297,3332
12/02/2020,02/01/2020,11/28/2020,FL,Columbia County,12023,Micropolitan,89,896
12/02/2020,02/01/2020,11/28/2020,FL,DeSoto County,12027,Micropolitan,10,294
12/02/2020,02/01/2020,11/28/2020,FL,Duval County,12031,Large central metro,738,9336
12/02/2020,02/01/2020,11/28/2020,FL,Escambia County,12033,Medium metro,377,4319
12/02/2020,02/01/2020,11/28/2020,FL,Flagler County,12035,Medium metro,51,1280
12/02/2020,02/01/2020,11/28/2020,FL,Hendry County,12051,Micropolitan,16,169
12/02/2020,02/01/2020,11/28/2020,FL,Hernando County,12053,Large fringe metro,165,2588
12/02/2020,02/01/2020,11/28/2020,FL,Highlands County,12055,Small metro,140,1586
12/02/2020,02/01/2020,11/28/2020,FL,Hillsborough County,12057,Large central metro,941,11176
12/02/2020,02/01/2020,11/28/2020,FL,Indian River County,12061,Small metro,96,1950
12/02/2020,02/01/2020,11/28/2020,FL,Jackson County,12063,Noncore,57,500
12/02/2020,02/01/2020,11/28/2020,FL,Lake County,12069,Large fringe metro,250,3792
12/02/2020,02/01/2020,11/28/2020,FL,Lee County,12071,Medium metro,534,6913
12/02/2020,02/01/2020,11/28/2020,FL,Leon County,12073,Medium metro,293,2779
12/02/2020,02/01/2020,11/28/2020,FL,Manatee County,12081,Medium metro,368,4017
12/02/2020,02/01/2020,11/28/2020,FL,Marion County,12083,Medium metro,319,4739
12/02/2020,02/01/2020,11/28/2020,FL,Martin County,12085,Medium metro,248,1875
12/02/2020,02/01/2020,11/28/2020,FL,Miami-Dade County,12086,Large central metro,3483,21374
12/02/2020,02/01/2020,11/28/2020,FL,Monroe County,12087,Micropolitan,16,473
12/02/2020,02/01/2020,11/28/2020,FL,Nassau County,12089,Large fringe metro,20,590
12/02/2020,02/01/2020,11/28/2020,FL,Okaloosa County,12091,Small metro,146,1805
12/02/2020,02/01/2020,11/28/2020,FL,Okeechobee County,12093,Micropolitan,34,383
12/02/2020,02/01/2020,11/28/2020,FL,Orange County,12095,Large central metro,765,9229
12/02/2020,02/01/2020,11/28/2020,FL,Osceola County,12097,Large fringe metro,239,2353
12/02/2020,02/01/2020,11/28/2020,FL,Palm Beach County,12099,Large fringe metro,1678,14756
12/02/2020,02/01/2020,11/28/2020,FL,Pasco County,12101,Large fringe metro,223,5527
12/02/2020,02/01/2020,11/28/2020,FL,Pinellas County,12103,Large central metro,849,11505
12/02/2020,02/01/2020,11/28/2020,FL,Polk County,12105,Medium metro,582,6531
12/02/2020,02/01/2020,11/28/2020,FL,Putnam County,12107,Micropolitan,33,710
12/02/2020,02/01/2020,11/28/2020,FL,St. Johns County,12109,Large fringe metro,40,1501
12/02/2020,02/01/2020,11/28/2020,FL,St. Lucie County,12111,Medium metro,224,3076
12/02/2020,02/01/2020,11/28/2020,FL,Santa Rosa County,12113,Medium metro,45,1048
12/02/2020,02/01/2020,11/28/2020,FL,Sarasota County,12115,Medium metro,380,5443
12/02/2020,02/01/2020,11/28/2020,FL,Seminole County,12117,Large fringe metro,190,3094
12/02/2020,02/01/2020,11/28/2020,FL,Sumter County,12119,Small metro,93,2094
12/02/2020,02/01/2020,11/28/2020,FL,Suwannee County,12121,Noncore,22,324
12/02/2020,02/01/2020,11/28/2020,FL,Union County,12125,Noncore,23,126
12/02/2020,02/01/2020,11/28/2020,FL,Volusia County,12127,Medium metro,368,6766
12/02/2020,02/01/2020,11/28/2020,FL,Walton County,12131,Small metro,41,574
12/02/2020,02/01/2020,11/28/2020,FL,Washington County,12133,Noncore,21,233
12/02/2020,02/01/2020,11/28/2020,GA,Appling County,13001,Noncore,17,125
12/02/2020,02/01/2020,11/28/2020,GA,Bacon County,13005,Noncore,23,135
12/02/2020,02/01/2020,11/28/2020,GA,Baldwin County,13009,Micropolitan,61,416
12/02/2020,02/01/2020,11/28/2020,GA,Barrow County,13013,Large fringe metro,20,358
12/02/2020,02/01/2020,11/28/2020,GA,Bartow County,13015,Large fringe metro,66,863
12/02/2020,02/01/2020,11/28/2020,GA,Ben Hill County,13017,Micropolitan,27,179
12/02/2020,02/01/2020,11/28/2020,GA,Berrien County,13019,Noncore,10,130
12/02/2020,02/01/2020,11/28/2020,GA,Bibb County,13021,Small metro,330,2587
12/02/2020,02/01/2020,11/28/2020,GA,Bleckley County,13023,Noncore,14,90
12/02/2020,02/01/2020,11/28/2020,GA,Bulloch County,13031,Micropolitan,63,621
12/02/2020,02/01/2020,11/28/2020,GA,Butts County,13035,Large fringe metro,20,205
12/02/2020,02/01/2020,11/28/2020,GA,Camden County,13039,Micropolitan,12,242
12/02/2020,02/01/2020,11/28/2020,GA,Candler County,13043,Noncore,19,122
12/02/2020,02/01/2020,11/28/2020,GA,Carroll County,13045,Large fringe metro,109,1107
12/02/2020,02/01/2020,11/28/2020,GA,Catoosa County,13047,Medium metro,12,453
12/02/2020,02/01/2020,11/28/2020,GA,Chatham County,13051,Medium metro,302,3203
12/02/2020,02/01/2020,11/28/2020,GA,Cherokee County,13057,Large fringe metro,59,1201
12/02/2020,02/01/2020,11/28/2020,GA,Clarke County,13059,Small metro,161,1430
12/02/2020,02/01/2020,11/28/2020,GA,Clayton County,13063,Large fringe metro,71,1171
12/02/2020,02/01/2020,11/28/2020,GA,Cobb County,13067,Large fringe metro,471,4888
12/02/2020,02/01/2020,11/28/2020,GA,Coffee County,13069,Micropolitan,63,360
12/02/2020,02/01/2020,11/28/2020,GA,Colquitt County,13071,Micropolitan,48,490
12/02/2020,02/01/2020,11/28/2020,GA,Columbia County,13073,Medium metro,15,546
12/02/2020,02/01/2020,11/28/2020,GA,Coweta County,13077,Large fringe metro,61,883
12/02/2020,02/01/2020,11/28/2020,GA,Crisp County,13081,Micropolitan,42,294
12/02/2020,02/01/2020,11/28/2020,GA,Decatur County,13087,Micropolitan,21,261
12/02/2020,02/01/2020,11/28/2020,GA,DeKalb County,13089,Large fringe metro,334,4385
12/02/2020,02/01/2020,11/28/2020,GA,Dodge County,13091,Noncore,42,191
12/02/2020,02/01/2020,11/28/2020,GA,Dougherty County,13095,Small metro,230,1278
12/02/2020,02/01/2020,11/28/2020,GA,Douglas County,13097,Large fringe metro,42,664
12/02/2020,02/01/2020,11/28/2020,GA,Early County,13099,Noncore,14,114
12/02/2020,02/01/2020,11/28/2020,GA,Effingham County,13103,Medium metro,10,253
12/02/2020,02/01/2020,11/28/2020,GA,Emanuel County,13107,Noncore,43,226
12/02/2020,02/01/2020,11/28/2020,GA,Fannin County,13111,Noncore,10,252
12/02/2020,02/01/2020,11/28/2020,GA,Fayette County,13113,Large fringe metro,113,969
12/02/2020,02/01/2020,11/28/2020,GA,Floyd County,13115,Small metro,162,1512
12/02/2020,02/01/2020,11/28/2020,GA,Forsyth County,13117,Large fringe metro,89,1371
12/02/2020,02/01/2020,11/28/2020,GA,Franklin County,13119,Noncore,16,217
12/02/2020,02/01/2020,11/28/2020,GA,Fulton County,13121,Large central metro,767,8052
12/02/2020,02/01/2020,11/28/2020,GA,Gilmer County,13123,Noncore,13,219
12/02/2020,02/01/2020,11/28/2020,GA,Glynn County,13127,Small metro,125,1027
12/02/2020,02/01/2020,11/28/2020,GA,Gordon County,13129,Micropolitan,44,472
12/02/2020,02/01/2020,11/28/2020,GA,Grady County,13131,Noncore,17,168
12/02/2020,02/01/2020,11/28/2020,GA,Gwinnett County,13135,Large fringe metro,380,3746
12/02/2020,02/01/2020,11/28/2020,GA,Habersham County,13137,Micropolitan,35,339
12/02/2020,02/01/2020,11/28/2020,GA,Hall County,13139,Small metro,286,2389
12/02/2020,02/01/2020,11/28/2020,GA,Hancock County,13141,Micropolitan,10,74
12/02/2020,02/01/2020,11/28/2020,GA,Henry County,13151,Large fringe metro,119,1677
12/02/2020,02/01/2020,11/28/2020,GA,Houston County,13153,Small metro,93,1167
12/02/2020,02/01/2020,11/28/2020,GA,Jeff Davis County,13161,Noncore,20,149
12/02/2020,02/01/2020,11/28/2020,GA,Jefferson County,13163,Noncore,16,156
12/02/2020,02/01/2020,11/28/2020,GA,Jenkins County,13165,Noncore,14,80
12/02/2020,02/01/2020,11/28/2020,GA,Johnson County,13167,Micropolitan,11,80
12/02/2020,02/01/2020,11/28/2020,GA,Lamar County,13171,Large fringe metro,14,124
12/02/2020,02/01/2020,11/28/2020,GA,Laurens County,13175,Micropolitan,111,737
12/02/2020,02/01/2020,11/28/2020,GA,Lowndes County,13185,Small metro,167,1083
12/02/2020,02/01/2020,11/28/2020,GA,Mitchell County,13205,Noncore,15,171
12/02/2020,02/01/2020,11/28/2020,GA,Monroe County,13207,Small metro,23,234
12/02/2020,02/01/2020,11/28/2020,GA,Muscogee County,13215,Medium metro,306,2506
12/02/2020,02/01/2020,11/28/2020,GA,Newton County,13217,Large fringe metro,56,674
12/02/2020,02/01/2020,11/28/2020,GA,Oconee County,13219,Small metro,19,304
12/02/2020,02/01/2020,11/28/2020,GA,Paulding County,13223,Large fringe metro,48,688
12/02/2020,02/01/2020,11/28/2020,GA,Pickens County,13227,Large fringe metro,22,321
12/02/2020,02/01/2020,11/28/2020,GA,Pulaski County,13235,Small metro,29,105
12/02/2020,02/01/2020,11/28/2020,GA,Putnam County,13237,Noncore,13,160
12/02/2020,02/01/2020,11/28/2020,GA,Richmond County,13245,Medium metro,414,3381
12/02/2020,02/01/2020,11/28/2020,GA,Rockdale County,13247,Large fringe metro,58,697
12/02/2020,02/01/2020,11/28/2020,GA,Spalding County,13255,Large fringe metro,107,1015
12/02/2020,02/01/2020,11/28/2020,GA,Stephens County,13257,Micropolitan,25,275
12/02/2020,02/01/2020,11/28/2020,GA,Sumter County,13261,Micropolitan,49,313
12/02/2020,02/01/2020,11/28/2020,GA,Tattnall County,13267,Noncore,18,156
12/02/2020,02/01/2020,11/28/2020,GA,Thomas County,13275,Micropolitan,116,649
12/02/2020,02/01/2020,11/28/2020,GA,Tift County,13277,Micropolitan,129,579
12/02/2020,02/01/2020,11/28/2020,GA,Toombs County,13279,Micropolitan,66,443
12/02/2020,02/01/2020,11/28/2020,GA,Towns County,13281,Noncore,11,134
12/02/2020,02/01/2020,11/28/2020,GA,Troup County,13285,Micropolitan,111,734
12/02/2020,02/01/2020,11/28/2020,GA,Union County,13291,Noncore,24,283
12/02/2020,02/01/2020,11/28/2020,GA,Upson County,13293,Micropolitan,89,489
12/02/2020,02/01/2020,11/28/2020,GA,Walker County,13295,Medium metro,18,476
12/02/2020,02/01/2020,11/28/2020,GA,Walton County,13297,Large fringe metro,55,725
12/02/2020,02/01/2020,11/28/2020,GA,Ware County,13299,Micropolitan,89,568
12/02/2020,02/01/2020,11/28/2020,GA,Washington County,13303,Noncore,21,162
12/02/2020,02/01/2020,11/28/2020,GA,Wayne County,13305,Micropolitan,35,281
12/02/2020,02/01/2020,11/28/2020,GA,Whitfield County,13313,Small metro,81,794
12/02/2020,02/01/2020,11/28/2020,HI,Hawaii County,15001,Micropolitan,47,1465
12/02/2020,02/01/2020,11/28/2020,HI,Honolulu County,15003,Medium metro,238,6887
12/02/2020,02/01/2020,11/28/2020,HI,Maui County,15009,Small metro,19,996
12/02/2020,02/01/2020,11/28/2020,IA,Adair County,19001,Noncore,10,79
12/02/2020,02/01/2020,11/28/2020,IA,Allamakee County,19005,Noncore,11,147
12/02/2020,02/01/2020,11/28/2020,IA,Appanoose County,19007,Noncore,22,126
12/02/2020,02/01/2020,11/28/2020,IA,Benton County,19011,Medium metro,13,141
12/02/2020,02/01/2020,11/28/2020,IA,Black Hawk County,19013,Small metro,168,1282
12/02/2020,02/01/2020,11/28/2020,IA,Bremer County,19017,Small metro,19,196
12/02/2020,02/01/2020,11/28/2020,IA,Carroll County,19027,Noncore,14,197
12/02/2020,02/01/2020,11/28/2020,IA,Cass County,19029,Noncore,26,163
12/02/2020,02/01/2020,11/28/2020,IA,Cerro Gordo County,19033,Micropolitan,57,623
12/02/2020,02/01/2020,11/28/2020,IA,Clinton County,19045,Micropolitan,48,403
12/02/2020,02/01/2020,11/28/2020,IA,Crawford County,19047,Noncore,11,134
12/02/2020,02/01/2020,11/28/2020,IA,Dallas County,19049,Medium metro,51,383
12/02/2020,02/01/2020,11/28/2020,IA,Delaware County,19055,Noncore,21,139
