Date as of,First week,Last week,State,County name,FIPS County Code,Urban Rural Code,Deaths involving COVID-19,Deaths from All Causes
12/02/2020,02/01/2020,11/28/2020,SC,York County,45091,Large fringe metro,126,1932
12/02/2020,02/01/2020,11/28/2020,SD,Beadle County,46005,Micropolitan,17,144
12/02/2020,02/01/2020,11/28/2020,SD,Brookings County,46011,Micropolitan,15,175
12/02/2020,02/01/2020,11/28/2020,SD,Brown County,46013,Micropolitan,25,345
12/02/2020,02/01/2020,11/28/2020,SD,Codington County,46029,Micropolitan,34,263
12/02/2020,02/01/2020,11/28/2020,SD,Davison County,46035,Micropolitan,16,190
12/02/2020,02/01/2020,11/28/2020,SD,Gregory County,46053,Noncore,15,60
12/02/2020,02/01/2020,11/28/2020,SD,Hughes County,46065,Micropolitan,13,153
12/02/2020,02/01/2020,11/28/2020,SD,Jerauld County,46073,Noncore,13,29
12/02/2020,02/01/2020,11/28/2020,SD,Lawrence County,46081,Micropolitan,14,170
12/02/2020,02/01/2020,11/28/2020,SD,Lincoln County,46083,Small metro,31,248
12/02/2020,02/01/2020,11/28/2020,SD,McCook County,46087,Small metro,12,56
12/02/2020,02/01/2020,11/28/2020,SD,Meade County,46093,Small metro,11,157
12/02/2020,02/01/2020,11/28/2020,SD,Minnehaha County,46099,Small metro,319,2262
12/02/2020,02/01/2020,11/28/2020,SD,Pennington County,46103,Small metro,89,1082
12/02/2020,02/01/2020,11/28/2020,SD,Roberts County,46109,Noncore,10,74
12/02/2020,02/01/2020,11/28/2020,SD,Turner County,46125,Small metro,29,111
12/02/2020,02/01/2020,11/28/2020,SD,Yankton County,46135,Micropolitan,21,248
12/02/2020,02/01/2020,11/28/2020,TN,Anderson County,47001,Medium metro,34,967
12/02/2020,02/01/2020,11/28/2020,TN,Blount County,47009,Medium metro,50,1190
12/02/2020,02/01/2020,11/28/2020,TN,Bradley County,47011,Small metro,39,981
12/02/2020,02/01/2020,11/28/2020,TN,Campbell County,47013,Medium metro,11,429
12/02/2020,02/01/2020,11/28/2020,TN,Carroll County,47017,Noncore,24,321
12/02/2020,02/01/2020,11/28/2020,TN,Carter County,47019,Small metro,29,587
12/02/2020,02/01/2020,11/28/2020,TN,Clay County,47027,Noncore,11,87
12/02/2020,02/01/2020,11/28/2020,TN,Cocke County,47029,Micropolitan,18,412
12/02/2020,02/01/2020,11/28/2020,TN,Coffee County,47031,Micropolitan,30,534
12/02/2020,02/01/2020,11/28/2020,TN,Cumberland County,47035,Micropolitan,26,718
12/02/2020,02/01/2020,11/28/2020,TN,Davidson County,47037,Large central metro,693,8239
12/02/2020,02/01/2020,11/28/2020,TN,DeKalb County,47041,Noncore,10,201
12/02/2020,02/01/2020,11/28/2020,TN,Dickson County,47043,Large fringe metro,46,497
12/02/2020,02/01/2020,11/28/2020,TN,Dyer County,47045,Micropolitan,44,449
12/02/2020,02/01/2020,11/28/2020,TN,Franklin County,47051,Micropolitan,19,417
12/02/2020,02/01/2020,11/28/2020,TN,Gibson County,47053,Noncore,30,525
12/02/2020,02/01/2020,11/28/2020,TN,Giles County,47055,Noncore,30,324
12/02/2020,02/01/2020,11/28/2020,TN,Greene County,47059,Micropolitan,28,687
12/02/2020,02/01/2020,11/28/2020,TN,Hamblen County,47063,Small metro,61,770
12/02/2020,02/01/2020,11/28/2020,TN,Hamilton County,47065,Medium metro,260,4777
12/02/2020,02/01/2020,11/28/2020,TN,Hardeman County,47069,Noncore,11,182
12/02/2020,02/01/2020,11/28/2020,TN,Hardin County,47071,Noncore,11,297
12/02/2020,02/01/2020,11/28/2020,TN,Hawkins County,47073,Medium metro,10,440
12/02/2020,02/01/2020,11/28/2020,TN,Henderson County,47077,Noncore,18,255
12/02/2020,02/01/2020,11/28/2020,TN,Jefferson County,47089,Small metro,17,522
12/02/2020,02/01/2020,11/28/2020,TN,Knox County,47093,Medium metro,285,5881
12/02/2020,02/01/2020,11/28/2020,TN,Lawrence County,47099,Micropolitan,11,411
12/02/2020,02/01/2020,11/28/2020,TN,McMinn County,47107,Micropolitan,35,551
12/02/2020,02/01/2020,11/28/2020,TN,Madison County,47113,Small metro,297,1906
12/02/2020,02/01/2020,11/28/2020,TN,Maury County,47119,Large fringe metro,84,1057
12/02/2020,02/01/2020,11/28/2020,TN,Monroe County,47123,Noncore,18,423
12/02/2020,02/01/2020,11/28/2020,TN,Montgomery County,47125,Medium metro,59,1201
12/02/2020,02/01/2020,11/28/2020,TN,Obion County,47131,Micropolitan,33,326
12/02/2020,02/01/2020,11/28/2020,TN,Overton County,47133,Micropolitan,22,258
12/02/2020,02/01/2020,11/28/2020,TN,Perry County,47135,Noncore,14,76
12/02/2020,02/01/2020,11/28/2020,TN,Putnam County,47141,Micropolitan,101,1090
12/02/2020,02/01/2020,11/28/2020,TN,Rhea County,47143,Micropolitan,17,304
12/02/2020,02/01/2020,11/28/2020,TN,Roane County,47145,Medium metro,19,549
12/02/2020,02/01/2020,11/28/2020,TN,Robertson County,47147,Large fringe metro,26,554
12/02/2020,02/01/2020,11/28/2020,TN,Rutherford County,47149,Large fringe metro,219,2465
12/02/2020,02/01/2020,11/28/2020,TN,Sevier County,47155,Micropolitan,20,822
12/02/2020,02/01/2020,11/28/2020,TN,Shelby County,47157,Large central metro,708,9766
12/02/2020,02/01/2020,11/28/2020,TN,Sullivan County,47163,Medium metro,178,2828
12/02/2020,02/01/2020,11/28/2020,TN,Sumner County,47165,Large fringe metro,127,1411
12/02/2020,02/01/2020,11/28/2020,TN,Unicoi County,47171,Small metro,10,227
12/02/2020,02/01/2020,11/28/2020,TN,Warren County,47177,Micropolitan,13,361
12/02/2020,02/01/2020,11/28/2020,TN,Washington County,47179,Small metro,146,2061
12/02/2020,02/01/2020,11/28/2020,TN,Weakley County,47183,Micropolitan,11,280
12/02/2020,02/01/2020,11/28/2020,TN,Williamson County,47187,Large fringe metro,88,1093
12/02/2020,02/01/2020,11/28/2020,TN,Wilson County,47189,Large fringe metro,40,888
12/02/2020,02/01/2020,11/28/2020,TX,Anderson County,48001,Micropolitan,40,467
12/02/2020,02/01/2020,11/28/2020,TX,Angelina County,48005,Micropolitan,87,975
12/02/2020,02/01/2020,11/28/2020,TX,Atascosa County,48013,Large fringe metro,17,312
12/02/2020,02/01/2020,11/28/2020,TX,Bee County,48025,Micropolitan,15,193
12/02/2020,02/01/2020,11/28/2020,TX,Bell County,48027,Medium metro,160,2657
12/02/2020,02/01/2020,11/28/2020,TX,Bexar County,48029,Large central metro,2032,14900
12/02/2020,02/01/2020,11/28/2020,TX,Bowie County,48037,Small metro,171,1381
12/02/2020,02/01/2020,11/28/2020,TX,Brazoria County,48039,Large fringe metro,170,1954
12/02/2020,02/01/2020,11/28/2020,TX,Brazos County,48041,Small metro,165,1394
12/02/2020,02/01/2020,11/28/2020,TX,Brown County,48049,Micropolitan,36,437
12/02/2020,02/01/2020,11/28/2020,TX,Burnet County,48053,Noncore,24,394
12/02/2020,02/01/2020,11/28/2020,TX,Caldwell County,48055,Large fringe metro,16,261
12/02/2020,02/01/2020,11/28/2020,TX,Cameron County,48061,Medium metro,1152,3771
12/02/2020,02/01/2020,11/28/2020,TX,Cass County,48067,Noncore,12,291
12/02/2020,02/01/2020,11/28/2020,TX,Cherokee County,48073,Micropolitan,26,378
12/02/2020,02/01/2020,11/28/2020,TX,Collin County,48085,Large central metro,402,5503
12/02/2020,02/01/2020,11/28/2020,TX,Comal County,48091,Large fringe metro,137,1247
12/02/2020,02/01/2020,11/28/2020,TX,Dallas County,48113,Large central metro,1442,15964
12/02/2020,02/01/2020,11/28/2020,TX,Dawson County,48115,Micropolitan,12,93
12/02/2020,02/01/2020,11/28/2020,TX,Deaf Smith County,48117,Micropolitan,14,89
12/02/2020,02/01/2020,11/28/2020,TX,Denton County,48121,Large fringe metro,257,3700
12/02/2020,02/01/2020,11/28/2020,TX,DeWitt County,48123,Noncore,32,178
12/02/2020,02/01/2020,11/28/2020,TX,Ector County,48135,Small metro,198,1358
12/02/2020,02/01/2020,11/28/2020,TX,Ellis County,48139,Large fringe metro,71,1065
12/02/2020,02/01/2020,11/28/2020,TX,El Paso County,48141,Medium metro,1052,6252
12/02/2020,02/01/2020,11/28/2020,TX,Fannin County,48147,Noncore,15,270
12/02/2020,02/01/2020,11/28/2020,TX,Floyd County,48153,Noncore,10,54
12/02/2020,02/01/2020,11/28/2020,TX,Fort Bend County,48157,Large fringe metro,289,3238
12/02/2020,02/01/2020,11/28/2020,TX,Galveston County,48167,Large fringe metro,316,2464
12/02/2020,02/01/2020,11/28/2020,TX,Gillespie County,48171,Micropolitan,12,296
12/02/2020,02/01/2020,11/28/2020,TX,Gray County,48179,Micropolitan,13,179
12/02/2020,02/01/2020,11/28/2020,TX,Grayson County,48181,Small metro,147,1627
12/02/2020,02/01/2020,11/28/2020,TX,Gregg County,48183,Small metro,165,1662
12/02/2020,02/01/2020,11/28/2020,TX,Guadalupe County,48187,Large fringe metro,66,854
12/02/2020,02/01/2020,11/28/2020,TX,Hale County,48189,Micropolitan,66,252
12/02/2020,02/01/2020,11/28/2020,TX,Hardin County,48199,Medium metro,12,316
12/02/2020,02/01/2020,11/28/2020,TX,Harris County,48201,Large central metro,3223,28864
12/02/2020,02/01/2020,11/28/2020,TX,Harrison County,48203,Micropolitan,19,379
12/02/2020,02/01/2020,11/28/2020,TX,Hays County,48209,Large fringe metro,40,1057
12/02/2020,02/01/2020,11/28/2020,TX,Henderson County,48213,Micropolitan,29,742
12/02/2020,02/01/2020,11/28/2020,TX,Hidalgo County,48215,Medium metro,1896,6168
12/02/2020,02/01/2020,11/28/2020,TX,Hockley County,48219,Micropolitan,25,152
12/02/2020,02/01/2020,11/28/2020,TX,Hood County,48221,Large fringe metro,39,580
12/02/2020,02/01/2020,11/28/2020,TX,Hopkins County,48223,Micropolitan,53,397
12/02/2020,02/01/2020,11/28/2020,TX,Howard County,48227,Micropolitan,17,280
12/02/2020,02/01/2020,11/28/2020,TX,Hunt County,48231,Large fringe metro,57,798
12/02/2020,02/01/2020,11/28/2020,TX,Jasper County,48241,Noncore,10,301
12/02/2020,02/01/2020,11/28/2020,TX,Jefferson County,48245,Medium metro,263,2855
12/02/2020,02/01/2020,11/28/2020,TX,Jim Wells County,48249,Micropolitan,30,280
12/02/2020,02/01/2020,11/28/2020,TX,Johnson County,48251,Large fringe metro,30,880
12/02/2020,02/01/2020,11/28/2020,TX,Karnes County,48255,Noncore,13,97
12/02/2020,02/01/2020,11/28/2020,TX,Kaufman County,48257,Large fringe metro,29,676
12/02/2020,02/01/2020,11/28/2020,TX,Kerr County,48265,Micropolitan,13,642
12/02/2020,02/01/2020,11/28/2020,TX,Kleberg County,48273,Micropolitan,43,233
12/02/2020,02/01/2020,11/28/2020,TX,Lamar County,48277,Micropolitan,88,668
12/02/2020,02/01/2020,11/28/2020,TX,Lamb County,48279,Noncore,20,118
12/02/2020,02/01/2020,11/28/2020,TX,Lavaca County,48285,Noncore,20,189
12/02/2020,02/01/2020,11/28/2020,TX,Liberty County,48291,Large fringe metro,15,429
12/02/2020,02/01/2020,11/28/2020,TX,Limestone County,48293,Noncore,12,219
12/02/2020,02/01/2020,11/28/2020,TX,Lubbock County,48303,Medium metro,558,3584
12/02/2020,02/01/2020,11/28/2020,TX,McLennan County,48309,Medium metro,223,2352
12/02/2020,02/01/2020,11/28/2020,TX,Matagorda County,48321,Micropolitan,43,279
12/02/2020,02/01/2020,11/28/2020,TX,Maverick County,48323,Micropolitan,95,378
12/02/2020,02/01/2020,11/28/2020,TX,Medina County,48325,Large fringe metro,11,292
12/02/2020,02/01/2020,11/28/2020,TX,Midland County,48329,Small metro,127,1032
12/02/2020,02/01/2020,11/28/2020,TX,Montgomery County,48339,Large fringe metro,387,4794
12/02/2020,02/01/2020,11/28/2020,TX,Moore County,48341,Micropolitan,11,80
12/02/2020,02/01/2020,11/28/2020,TX,Nacogdoches County,48347,Micropolitan,120,676
12/02/2020,02/01/2020,11/28/2020,TX,Navarro County,48349,Micropolitan,25,388
12/02/2020,02/01/2020,11/28/2020,TX,Nueces County,48355,Medium metro,594,3585
12/02/2020,02/01/2020,11/28/2020,TX,Orange County,48361,Medium metro,10,493
12/02/2020,02/01/2020,11/28/2020,TX,Palo Pinto County,48363,Micropolitan,18,281
12/02/2020,02/01/2020,11/28/2020,TX,Panola County,48365,Noncore,11,212
12/02/2020,02/01/2020,11/28/2020,TX,Parker County,48367,Large fringe metro,44,811
12/02/2020,02/01/2020,11/28/2020,TX,Parmer County,48369,Noncore,21,67
12/02/2020,02/01/2020,11/28/2020,TX,Polk County,48373,Noncore,18,461
12/02/2020,02/01/2020,11/28/2020,TX,Potter County,48375,Medium metro,313,2001
12/02/2020,02/01/2020,11/28/2020,TX,Randall County,48381,Medium metro,33,599
12/02/2020,02/01/2020,11/28/2020,TX,Rockwall County,48397,Large fringe metro,76,746
12/02/2020,02/01/2020,11/28/2020,TX,Rusk County,48401,Small metro,13,351
12/02/2020,02/01/2020,11/28/2020,TX,San Augustine County,48405,Noncore,10,100
12/02/2020,02/01/2020,11/28/2020,TX,San Patricio County,48409,Medium metro,14,361
12/02/2020,02/01/2020,11/28/2020,TX,Smith County,48423,Small metro,427,3498
12/02/2020,02/01/2020,11/28/2020,TX,Somervell County,48425,Large fringe metro,15,91
12/02/2020,02/01/2020,11/28/2020,TX,Starr County,48427,Micropolitan,65,302
12/02/2020,02/01/2020,11/28/2020,TX,Tarrant County,48439,Large central metro,1289,14278
12/02/2020,02/01/2020,11/28/2020,TX,Taylor County,48441,Small metro,151,1561
12/02/2020,02/01/2020,11/28/2020,TX,Terry County,48445,Noncore,10,104
12/02/2020,02/01/2020,11/28/2020,TX,Titus County,48449,Micropolitan,26,291
12/02/2020,02/01/2020,11/28/2020,TX,Tom Green County,48451,Small metro,143,1225
12/02/2020,02/01/2020,11/28/2020,TX,Travis County,48453,Large central metro,581,6233
12/02/2020,02/01/2020,11/28/2020,TX,Uvalde County,48463,Micropolitan,26,224
12/02/2020,02/01/2020,11/28/2020,TX,Val Verde County,48465,Micropolitan,79,313
12/02/2020,02/01/2020,11/28/2020,TX,Victoria County,48469,Small metro,188,1058
12/02/2020,02/01/2020,11/28/2020,TX,Walker County,48471,Micropolitan,34,407
12/02/2020,02/01/2020,11/28/2020,TX,Washington County,48477,Micropolitan,38,297
12/02/2020,02/01/2020,11/28/2020,TX,Webb County,48479,Medium metro,386,1663
12/02/2020,02/01/2020,11/28/2020,TX,Wharton County,48481,Micropolitan,35,299
12/02/2020,02/01/2020,11/28/2020,TX,Wichita County,48485,Small metro,134,1472
12/02/2020,02/01/2020,11/28/2020,TX,Wilbarger County,48487,Micropolitan,10,110
12/02/2020,02/01/2020,11/28/2020,TX,Williamson County,48491,Large fringe metro,224,3148
12/02/2020,02/01/2020,11/28/2020,TX,Wilson County,48493,Large fringe metro,17,306
12/02/2020,02/01/2020,11/28/2020,TX,Wise County,48497,Large fringe metro,42,559
12/02/2020,02/01/2020,11/28/2020,TX,Wood County,48499,Noncore,18,375
12/02/2020,02/01/2020,11/28/2020,UT,Cache County,49005,Small metro,10,477
12/02/2020,02/01/2020,11/28/2020,UT,Davis County,49011,Medium metro,45,1612
12/02/2020,02/01/2020,11/28/2020,UT,Salt Lake County,49035,Large central metro,493,7035
12/02/2020,02/01/2020,11/28/2020,UT,San Juan County,49037,Noncore,11,83
12/02/2020,02/01/2020,11/28/2020,UT,Utah County,49049,Medium metro,131,2490
12/02/2020,02/01/2020,11/28/2020,UT,Washington County,49053,Small metro,93,1549
12/02/2020,02/01/2020,11/28/2020,UT,Weber County,49057,Medium metro,74,1779
12/02/2020,02/01/2020,11/28/2020,VA,Accomack County,51001,Noncore,20,379
12/02/2020,02/01/2020,11/28/2020,VA,Albemarle County,51003,Small metro,47,935
12/02/2020,02/01/2020,11/28/2020,VA,Alleghany County,51005,Noncore,16,185
12/02/2020,02/01/2020,11/28/2020,VA,Arlington County,51013,Large central metro,182,1267
12/02/2020,02/01/2020,11/28/2020,VA,Augusta County,51015,Small metro,26,793
12/02/2020,02/01/2020,11/28/2020,VA,Carroll County,51035,Noncore,11,229
12/02/2020,02/01/2020,11/28/2020,VA,Chesterfield County,51041,Large fringe metro,106,2161
12/02/2020,02/01/2020,11/28/2020,VA,Culpeper County,51047,Large fringe metro,16,323
12/02/2020,02/01/2020,11/28/2020,VA,Fairfax County,51059,Large fringe metro,553,4856
12/02/2020,02/01/2020,11/28/2020,VA,Fauquier County,51061,Large fringe metro,27,438
12/02/2020,02/01/2020,11/28/2020,VA,Floyd County,51063,Small metro,13,127
12/02/2020,02/01/2020,11/28/2020,VA,Franklin County,51067,Medium metro,11,435
12/02/2020,02/01/2020,11/28/2020,VA,Grayson County,51077,Noncore,10,111
12/02/2020,02/01/2020,11/28/2020,VA,Halifax County,51083,Noncore,45,415
12/02/2020,02/01/2020,11/28/2020,VA,Hanover County,51085,Large fringe metro,111,1194
12/02/2020,02/01/2020,11/28/2020,VA,Henrico County,51087,Large fringe metro,233,3046
12/02/2020,02/01/2020,11/28/2020,VA,James City County,51095,Large fringe metro,12,613
12/02/2020,02/01/2020,11/28/2020,VA,Loudoun County,51107,Large fringe metro,134,1593
12/02/2020,02/01/2020,11/28/2020,VA,Mecklenburg County,51117,Noncore,39,428
12/02/2020,02/01/2020,11/28/2020,VA,Middlesex County,51119,Noncore,13,142
12/02/2020,02/01/2020,11/28/2020,VA,Montgomery County,51121,Small metro,26,666
12/02/2020,02/01/2020,11/28/2020,VA,Northampton County,51131,Noncore,15,116
12/02/2020,02/01/2020,11/28/2020,VA,Page County,51139,Noncore,28,228
12/02/2020,02/01/2020,11/28/2020,VA,Patrick County,51141,Noncore,15,163
12/02/2020,02/01/2020,11/28/2020,VA,Prince Edward County,51147,Noncore,12,214
12/02/2020,02/01/2020,11/28/2020,VA,Prince William County,51153,Large fringe metro,149,1564
12/02/2020,02/01/2020,11/28/2020,VA,Pulaski County,51155,Small metro,10,328
12/02/2020,02/01/2020,11/28/2020,VA,Roanoke County,51161,Medium metro,29,587
12/02/2020,02/01/2020,11/28/2020,VA,Rockingham County,51165,Small metro,64,755
12/02/2020,02/01/2020,11/28/2020,VA,Shenandoah County,51171,Noncore,41,387
12/02/2020,02/01/2020,11/28/2020,VA,Smyth County,51173,Noncore,14,290
12/02/2020,02/01/2020,11/28/2020,VA,Southampton County,51175,Noncore,13,114
12/02/2020,02/01/2020,11/28/2020,VA,Spotsylvania County,51177,Large fringe metro,29,668
12/02/2020,02/01/2020,11/28/2020,VA,Washington County,51191,Medium metro,44,589
12/02/2020,02/01/2020,11/28/2020,VA,Wise County,51195,Micropolitan,30,304
12/02/2020,02/01/2020,11/28/2020,VA,York County,51199,Large fringe metro,24,453
12/02/2020,02/01/2020,11/28/2020,VA,Alexandria city,51510,Large central metro,108,785
12/02/2020,02/01/2020,11/28/2020,VA,Charlottesville city,51540,Small metro,72,966
12/02/2020,02/01/2020,11/28/2020,VA,Chesapeake city,51550,Large fringe metro,74,1562
12/02/2020,02/01/2020,11/28/2020,VA,Colonial Heights city,51570,Large fringe metro,14,198
12/02/2020,02/01/2020,11/28/2020,VA,Danville city,51590,Micropolitan,67,719
12/02/2020,02/01/2020,11/28/2020,VA,Emporia city,51595,Noncore,16,97
12/02/2020,02/01/2020,11/28/2020,VA,Franklin city,51620,Noncore,32,147
12/02/2020,02/01/2020,11/28/2020,VA,Fredericksburg city,51630,Large fringe metro,57,763
12/02/2020,02/01/2020,11/28/2020,VA,Galax city,51640,Noncore,39,161
12/02/2020,02/01/2020,11/28/2020,VA,Hampton city,51650,Large fringe metro,38,1037
12/02/2020,02/01/2020,11/28/2020,VA,Harrisonburg city,51660,Small metro,16,229
12/02/2020,02/01/2020,11/28/2020,VA,Hopewell city,51670,Large fringe metro,20,291
12/02/2020,02/01/2020,11/28/2020,VA,Lynchburg city,51680,Medium metro,98,1337
12/02/2020,02/01/2020,11/28/2020,VA,Manassas city,51683,Large fringe metro,104,461
12/02/2020,02/01/2020,11/28/2020,VA,Martinsville city,51690,Micropolitan,62,395
12/02/2020,02/01/2020,11/28/2020,VA,Newport News city,51700,Large fringe metro,76,1774
12/02/2020,02/01/2020,11/28/2020,VA,Norfolk city,51710,Large central metro,125,2440
12/02/2020,02/01/2020,11/28/2020,VA,Petersburg city,51730,Large fringe metro,79,711
12/02/2020,02/01/2020,11/28/2020,VA,Portsmouth city,51740,Large fringe metro,74,972
12/02/2020,02/01/2020,11/28/2020,VA,Richmond city,51760,Large central metro,148,2744
12/02/2020,02/01/2020,11/28/2020,VA,Roanoke city,51770,Medium metro,138,2078
12/02/2020,02/01/2020,11/28/2020,VA,Salem city,51775,Medium metro,77,800
12/02/2020,02/01/2020,11/28/2020,VA,Suffolk city,51800,Large fringe metro,94,830
12/02/2020,02/01/2020,11/28/2020,VA,Virginia Beach city,51810,Large central metro,105,2781
12/02/2020,02/01/2020,11/28/2020,VA,Winchester city,51840,Small metro,46,928
12/02/2020,02/01/2020,11/28/2020,VT,Chittenden County,50007,Small metro,51,1409
12/02/2020,02/01/2020,11/28/2020,WA,Benton County,53005,Medium metro,183,1691
12/02/2020,02/01/2020,11/28/2020,WA,Chelan County,53007,Small metro,41,816
12/02/2020,02/01/2020,11/28/2020,WA,Clark County,53011,Large fringe metro,89,3448
12/02/2020,02/01/2020,11/28/2020,WA,Franklin County,53021,Medium metro,44,297
12/02/2020,02/01/2020,11/28/2020,WA,Grant County,53025,Micropolitan,15,491
12/02/2020,02/01/2020,11/28/2020,WA,Grays Harbor County,53027,Micropolitan,14,636
12/02/2020,02/01/2020,11/28/2020,WA,Island County,53029,Micropolitan,13,488
12/02/2020,02/01/2020,11/28/2020,WA,King County,53033,Large central metro,806,12256
12/02/2020,02/01/2020,11/28/2020,WA,Kitsap County,53035,Medium metro,25,1767
12/02/2020,02/01/2020,11/28/2020,WA,Kittitas County,53037,Micropolitan,20,255
12/02/2020,02/01/2020,11/28/2020,WA,Lewis County,53041,Micropolitan,14,688
12/02/2020,02/01/2020,11/28/2020,WA,Pierce County,53053,Large fringe metro,230,6331
12/02/2020,02/01/2020,11/28/2020,WA,Skagit County,53057,Small metro,25,1083
12/02/2020,02/01/2020,11/28/2020,WA,Snohomish County,53061,Large fringe metro,197,4652
12/02/2020,02/01/2020,11/28/2020,WA,Spokane County,53063,Medium metro,238,4721
12/02/2020,02/01/2020,11/28/2020,WA,Thurston County,53067,Medium metro,42,2120
12/02/2020,02/01/2020,11/28/2020,WA,Walla Walla County,53071,Small metro,20,540
12/02/2020,02/01/2020,11/28/2020,WA,Whatcom County,53073,Small metro,57,1567
12/02/2020,02/01/2020,11/28/2020,WA,Whitman County,53075,Micropolitan,20,222
12/02/2020,02/01/2020,11/28/2020,WA,Yakima County,53077,Small metro,236,1884
12/02/2020,02/01/2020,11/28/2020,WI,Barron County,55005,Noncore,27,390
12/02/2020,02/01/2020,11/28/2020,WI,Brown County,55009,Medium metro,253,2466
12/02/2020,02/01/2020,11/28/2020,WI,Calumet County,55015,Small metro,13,244
12/02/2020,02/01/2020,11/28/2020,WI,Chippewa County,55017,Small metro,35,440
12/02/2020,02/01/2020,11/28/2020,WI,Clark County,55019,Noncore,23,242
12/02/2020,02/01/2020,11/28/2020,WI,Columbia County,55021,Medium metro,15,438
12/02/2020,02/01/2020,11/28/2020,WI,Dane County,55025,Medium metro,181,3979
12/02/2020,02/01/2020,11/28/2020,WI,Dodge County,55027,Micropolitan,77,830
12/02/2020,02/01/2020,11/28/2020,WI,Door County,55029,Noncore,10,264
12/02/2020,02/01/2020,11/28/2020,WI,Eau Claire County,55035,Small metro,83,1106
12/02/2020,02/01/2020,11/28/2020,WI,Fond du Lac County,55039,Small metro,61,904
12/02/2020,02/01/2020,11/28/2020,WI,Grant County,55043,Micropolitan,41,387
12/02/2020,02/01/2020,11/28/2020,WI,Jefferson County,55055,Micropolitan,24,579
12/02/2020,02/01/2020,11/28/2020,WI,Kenosha County,55059,Large fringe metro,154,1404
12/02/2020,02/01/2020,11/28/2020,WI,La Crosse County,55063,Small metro,78,1301
12/02/2020,02/01/2020,11/28/2020,WI,Langlade County,55067,Noncore,20,184
12/02/2020,02/01/2020,11/28/2020,WI,Lincoln County,55069,Micropolitan,14,249
12/02/2020,02/01/2020,11/28/2020,WI,Manitowoc County,55071,Micropolitan,33,646
12/02/2020,02/01/2020,11/28/2020,WI,Marathon County,55073,Small metro,160,1400
12/02/2020,02/01/2020,11/28/2020,WI,Marinette County,55075,Micropolitan,41,452
12/02/2020,02/01/2020,11/28/2020,WI,Milwaukee County,55079,Large central metro,738,8849
12/02/2020,02/01/2020,11/28/2020,WI,Monroe County,55081,Noncore,11,348
12/02/2020,02/01/2020,11/28/2020,WI,Oconto County,55083,Medium metro,15,268
12/02/2020,02/01/2020,11/28/2020,WI,Oneida County,55085,Noncore,24,453
12/02/2020,02/01/2020,11/28/2020,WI,Outagamie County,55087,Small metro,172,1561
12/02/2020,02/01/2020,11/28/2020,WI,Ozaukee County,55089,Large fringe metro,97,992
12/02/2020,02/01/2020,11/28/2020,WI,Pierce County,55093,Large fringe metro,11,194
12/02/2020,02/01/2020,11/28/2020,WI,Portage County,55097,Micropolitan,29,415
12/02/2020,02/01/2020,11/28/2020,WI,Racine County,55101,Small metro,127,1537
12/02/2020,02/01/2020,11/28/2020,WI,Rock County,55105,Small metro,75,1480
12/02/2020,02/01/2020,11/28/2020,WI,St. Croix County,55109,Large fringe metro,14,500
12/02/2020,02/01/2020,11/28/2020,WI,Sauk County,55111,Micropolitan,18,519
12/02/2020,02/01/2020,11/28/2020,WI,Shawano County,55115,Micropolitan,39,365
12/02/2020,02/01/2020,11/28/2020,WI,Sheboygan County,55117,Small metro,79,1040
12/02/2020,02/01/2020,11/28/2020,WI,Taylor County,55119,Noncore,13,131
12/02/2020,02/01/2020,11/28/2020,WI,Trempealeau County,55121,Noncore,14,197
12/02/2020,02/01/2020,11/28/2020,WI,Walworth County,55127,Micropolitan,46,747
12/02/2020,02/01/2020,11/28/2020,WI,Washington County,55131,Large fringe metro,37,929
12/02/2020,02/01/2020,11/28/2020,WI,Waukesha County,55133,Large fringe metro,238,3174
12/02/2020,02/01/2020,11/28/2020,WI,Waupaca County,55135,Noncore,93,576
12/02/2020,02/01/2020,11/28/2020,WI,Winnebago County,55139,Small metro,115,1570
12/02/2020,02/01/2020,11/28/2020,WI,Wood County,55141,Micropolitan,67,1089
12/02/2020,02/01/2020,11/28/2020,WV,Berkeley County,54003,Medium metro,17,764
12/02/2020,02/01/2020,11/28/2020,WV,Cabell County,54011,Medium metro,34,1602
12/02/2020,02/01/2020,11/28/2020,WV,Harrison County,54033,Micropolitan,15,742
12/02/2020,02/01/2020,11/28/2020,WV,Jackson County,54035,Noncore,10,179
12/02/2020,02/01/2020,11/28/2020,WV,Kanawha County,54039,Small metro,150,2531
12/02/2020,02/01/2020,11/28/2020,WV,Logan County,54045,Micropolitan,29,336
12/02/2020,02/01/2020,11/28/2020,WV,Mercer County,54055,Micropolitan,26,620
12/02/2020,02/01/2020,11/28/2020,WV,Monongalia County,54061,Small metro,35,1345
12/02/2020,02/01/2020,11/28/2020,WV,Ohio County,54069,Small metro,24,761
12/02/2020,02/01/2020,11/28/2020,WV,Putnam County,54079,Medium metro,13,298
12/02/2020,02/01/2020,11/28/2020,WV,Raleigh County,54081,Small metro,15,1032
12/02/2020,02/01/2020,11/28/2020,WV,Wayne County,54099,Medium metro,11,203
12/02/2020,02/01/2020,11/28/2020,WV,Wood County,54107,Small metro,11,789
12/02/2020,02/01/2020,11/28/2020,WY,Big Horn County,56003,Noncore,10,99
12/02/2020,02/01/2020,11/28/2020,WY,Fremont County,56013,Micropolitan,17,339
